read_id	chr_end	y_prime_recombination_status_a	recombination_source_a	recombination_detected_a	overall_confidence_a	is_complex_event_a	recombination_mechanism_a	y_prime_recombination_status_b	recombination_source_b	recombination_detected_b	overall_confidence_b	is_complex_event_b	recombination_mechanism_b	status_changed	source_changed	detected_changed	dconf
SRR33298449.335438	chr10L	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	1st Y' Change	chr14L	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.03
SRR33298449.495947	chr10L	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	1st Y' Change	chr14L	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.03
SRR33298449.420345	chr10R	Y' Gain	chr13	True	0.0049	False	subtelomere_switch	Y' Gain	chr12R	True	0.99	False	subtelomere_switch	False	True	False	0.985
SRR33298449.42794	chr10R	Y' Gain	chr13	True	0.0011	False	subtelomere_switch	Y' Gain	chr12R	True	0.99	False	subtelomere_switch	False	True	False	0.989
SRR33298449.179935	chr10R	Y' Gain	chr13L	True	0.33	False	single_y_prime_change	Y' Gain	chr14L	True	0.33	False	donor_transfer	False	True	False	0.0
SRR33298449.515361	chr10R	No Change	chr13L	True	0.9474	False	subtelomere_switch	No Change	chr2R	True	0.6632	True	subtelomere_switch	False	True	False	-0.284
SRR33298449.347394	chr10R	No Change	chr13L	True	0.99	False	subtelomere_switch	No Change	chr2R	True	0.693	True	subtelomere_switch	False	True	False	-0.297
SRR33298449.303591	chr11R	Y' Gain	chr2L	True	0.0106	False	subtelomere_switch	Y' Gain	chr12R	True	0.9	False	subtelomere_switch	False	True	False	0.889
SRR33298449.399655	chr12L	Y' Gain	chr4R	True	0.66	False	donor_transfer	1st Y' Change	chr14L	True	0.44	False	donor_transfer	True	True	False	-0.22
SRR33298449.504907	chr12L	Y' Gain	chr14L	True	0.66	False	donor_transfer	1st Y' Change	chr14L	True	0.66	False	donor_transfer	True	False	False	0.0
SRR33298449.132079	chr12L	Y' Gain	ambiguous	True	0.3	False	single_y_prime_change	Y' Gain	chr13L	True	0.33	False	donor_transfer	False	True	False	0.03
SRR33298449.247452	chr12L	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	1st Y' Change	chr2L	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.03
SRR33298449.280019	chr12L	No Change		False	0.95	False		1st Y' Change	chr13L	True	0.33	False	donor_transfer	True	True	True	-0.62
SRR33298449.399579	chr13L	Y' Gain	chr14L	True	0.66	False	donor_transfer	Y' Gain	chr13L	True	0.33	False	tandem_amplification_same_end	False	True	False	-0.33
SRR33298449.255728	chr13L	Y' Gain	chr14	True	0.3	False	single_y_prime_change	Y' Gain	chr13L	True	0.33	False	tandem_amplification_same_end	False	True	False	0.03
SRR33298449.514996	chr13L	Y' Gain	chr14	True	0.3	False	single_y_prime_change	Y' Gain	chr13L	True	0.33	False	tandem_amplification_same_end	False	True	False	0.03
SRR33298449.257989	chr13L	Y' Recombination	ambiguous	True	0.3	False	single_y_prime_change	Y' Recombination	chr14L	True	0.44	False	donor_transfer	False	True	False	0.14
SRR33298449.439062	chr13L	Y' Recombination	ambiguous	True	0.3	False	single_y_prime_change	Y' Recombination	chr13L	True	0.33	False	tandem_amplification_same_end	False	True	False	0.03
SRR33298449.435515	chr13R	Y' Gain	ambiguous	True	0.0053	False	subtelomere_switch	Y' Gain	chr16R	True	0.9	False	subtelomere_switch	False	True	False	0.895
SRR33298449.57171	chr13R	Y' Gain	ambiguous	True	0.3	False	single_y_prime_change	Y' Gain	chr14L	True	0.33	False	donor_transfer	False	True	False	0.03
SRR33298449.278119	chr14L	Y' Recombination	chr4R	True	0.66	False	donor_transfer	Y' Recombination	chr14L	True	0.33	False	tandem_amplification_same_end	False	True	False	-0.33
SRR33298449.277540	chr14L	Y' Gain	chr13L	True	0.44	False	donor_transfer	Y' Gain	chr14L	True	0.33	False	tandem_amplification_same_end	False	True	False	-0.11
SRR33298449.271241	chr14L	Y' Gain	chr13	True	0.3	False	single_y_prime_change	Y' Gain	chr14L	True	0.33	False	tandem_amplification_same_end	False	True	False	0.03
SRR33298449.132130	chr14R	1st Y' Change	ambiguous	True	0.3	False	unmatched_array	Y' Gain	ambiguous	True	0.3	False	unmatched_array	True	False	False	0.0
SRR33298449.328607	chr14R	1st Y' Change	chr12R	True	0.33	False	donor_transfer_candidates:3	1st Y' Change	chr14L	True	0.44	False	donor_transfer	False	True	False	0.11
SRR33298449.506988	chr14R	Y' Gain	chr12	True	0.3	False	single_y_prime_change	Y' Gain	chr14L	True	0.33	False	donor_transfer	False	True	False	0.03
SRR33298449.355524	chr14R	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	No Change		False	0.95	False		True	True	True	0.65
SRR33298449.64924	chr14R	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	No Change		False	0.95	False		True	True	True	0.65
SRR33298449.139020	chr14R	1st Y' Change	ambiguous	True	0.3	False	single_y_prime_change	No Change		False	0.95	False		True	True	True	0.65
