read_id	PD	chr_end	paper_switch	n_copies	orient_used	kept_native	ids	variants	path	blocks	n_blocks	our_switch
0056f9ba-78d3-46fe-9ca0-1e78dbbd6bcc	28	chr13L	N	10	fwd	1	ID7,ID8,ID7,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID7_Yellow,ID8_Brown,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[4]:ID8_Brown > self[3]:ID7_Yellow > chr4R[3-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x3.5 moderate)	chr13L > chr4R	2	True
021d8c83-cd5a-47b8-83cb-d911e29adad7	33	chr2L	N	3	rev	0	ID3,ID2,ID2	ID3_Orange,ID2_Red-Light,ID2_Red-Light	chr14L[3]:ID3_Orange > chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr14L > chr12R|chr4R	2	True
03d23b38-e99b-4e22-be8c-296d2dbced48	28	chr12R	N	8	fwd	6	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-3]:ID2_Red-Light,ID2_Red-Light	chr12R	1	False
03fc793d-98eb-485d-9509-b4a19363a998	28	chr2R	N	3	fwd	0	ID7,ID8,ID8	ID7_Yellow,ID8_Brown,ID8_Brown	chr13L[3-4]:ID7_Yellow,ID8_Brown > chr13L[4]:ID8_Brown	chr13L	1	False
04b24219-58a8-44a7-bcf6-018e7f9bd353	28	chr14L	N	7	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
061edee4-4c27-4874-8b01-5689329fd93e	33	chr3R	Y	4	fwd	0	ID6,ID2,ID3,ID3	ID6_Purple-Neutral,ID2_Red-Light,ID3_Orange,ID3_Orange	chr14R[1]:ID6_Purple-Neutral > chr14L[2-4]:ID2_Red-Light,ID3_Orange,ID3_Orange	chr14R > chr14L	2	True
09a3ee29-9388-4fd7-9281-5ab846c248a3	28	chr14R	N	4	fwd	1	ID6,ID2,ID2,ID2	ID6_Purple-Neutral,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[5-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
0aff9a27-11d8-4844-a054-5cbf1714aae7	33	chr13L	Y	11	rev	1	ID7,ID8,ID7,ID8,ID8,ID7,ID2,ID2,ID2,ID2,ID2	ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID8_Brown,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[3-4]:ID8_Brown,ID7_Yellow,ID8_Brown(circ x1.5 moderate | alt chr13L[4] + chr13L[3-4]) > self[4]:ID8_Brown > self[3]:ID7_Yellow > self[2]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x5.0 strong)	chr13L	1	False
0b3c30c0-cc76-456c-b77f-c40d81999c46	33	chr7R	N	6	rev	1	ID5,ID2,ID2,ID2,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[1-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.2 moderate | alt chr4R[1-3] + chr4R[1-2])	chr4R	1	False
0b7a453d-40fc-402b-8fb7-c825d544a889	33	chr15L	N	2	fwd	0	ID1,ID2	ID1_Gray,ID2_Red-Light	chr12R[1-2]:ID1_Gray,ID2_Red-Light	chr12R	1	False
0e4dedc4-e74d-4d40-b239-2cd7064fea44	33	chr8L	N	6	fwd	1	ID1,ID3,ID3,ID5,ID2,ID3	ID1_Gray,ID3_Orange,ID3_Orange,ID5_Blue-Light,ID2_Red-Light,ID3_Orange	chr14L[1-4]:ID3_Orange,ID3_Orange,ID5_Blue-Light,ID2_Red-Light,ID3_Orange(circ x1.2 moderate | alt chr14L[3-4] + chr14L[1-3])	chr14L	1	False
0e5cf3de-999c-4950-bcce-61c30955d604	33	chr10R	N	5	fwd	0	ID7,ID8,ID7,ID8,ID7	ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow	chr13L[3-4]:ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow(circ x2.5 strong)	chr13L	1	False
102ce463-3ef7-413e-aaa5-fbcf48a58e61	33	chr16L	N	5	fwd	1	ID5,ID2,ID2,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[3-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.3 moderate | alt chr4R[4-5] + chr4R[1-2])	chr4R	1	False
159b20fa-4ef3-4341-b91b-8dc01f003013	28	chr14R	N	3	rev	0	ID2,ID2,ID2	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[1-3]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
15d3be21-26a5-422d-9263-2dd46f487770	33	chr16R	N	3	fwd	1	ID1,ID8,ID7	ID1_Gray,ID8_Brown,ID7_Yellow	chr13L[4]:ID8_Brown > chr13L[1]:ID7_Yellow	chr13L	1	False
163c31a9-76bc-44f4-b45a-6e3d52b5e8cf	28	chr6L	N	5	rev	1	ID4,ID2,ID2,ID2,ID2	ID4_Green-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[4-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
166a29d4-21b5-4a4a-989b-24be5c525d73	33	chr13L	N	7	fwd	1	ID7,ID8,ID7,ID8,ID7,ID8,ID7	ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow	self[3-4]:ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow(circ x3.0 strong)	chr13L	1	False
16ad467a-e386-4d0f-83ae-5671e2cc4fee	33	chr13L	N	8	fwd	1	ID7,ID7,ID7,ID8,ID7,ID7,ID8,ID8	ID7_Yellow,ID7_Yellow,ID7_Yellow,ID8_Brown,ID7_Yellow,ID7_Yellow,ID8_Brown,ID8_Brown	self[1]:ID7_Yellow > self[1]:ID7_Yellow > self[4]:ID8_Brown > self[1]:ID7_Yellow > self[3-4]:ID7_Yellow,ID8_Brown > self[4]:ID8_Brown	chr13L	1	False
174ee53e-cadb-4f69-a6bf-335ed9c86ad8	33	chr7L	N	2	rev	0	ID1,ID2	ID1_Gray,ID2_Red-Light	chr12R[1-2]:ID1_Gray,ID2_Red-Light	chr12R	1	False
17625672-95dd-4870-9975-e3a252ff12bc	33	chr3R	N	4	rev	0	ID7,ID8,ID7,ID8	ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown	chr13L[3-4]:ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown(circ x2.0 moderate | alt chr13L[3-4] + chr13L[3-4])	chr13L	1	False
180826c3-19cf-4b4b-9119-bacbd9c2eebc	33	chr14L	N	7	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID2	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID2_Red-Light	self[3]:ID3_Orange > self[2]:ID2_Red-Light	chr14L	1	False
19358fad-3d8e-42c1-94f9-024d9f34b244	33	chr5R	N	6	rev	1	ID1,ID8,ID7,ID8,ID7,ID8	ID1_Gray,ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown	chr13L[3-4]:ID8_Brown,ID7_Yellow,ID8_Brown,ID7_Yellow,ID8_Brown(circ x2.5 strong)	chr13L	1	False
