read_id	chr_end	y_prime_recombination_status_a	recombination_source_a	recombination_detected_a	overall_confidence_a	is_complex_event_a	recombination_mechanism_a	y_prime_recombination_status_b	recombination_source_b	recombination_detected_b	overall_confidence_b	is_complex_event_b	recombination_mechanism_b	status_changed	source_changed	detected_changed	dconf
SRR33298418.492096	chr10R	Y' Gain	chr14L	True	-0.0052	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.635
SRR33298418.706538	chr10R	Y' Gain	chr13L	True	0.6873	True	subtelomere_switch	Y' Gain	chr12R	True	0.6873	True	subtelomere_switch	False	True	False	0.0
SRR33298418.652413	chr10R	Y' Gain	chr14L	True	-0.0008	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.631
SRR33298418.75150	chr10R	Y' Gain	chr13L	True	0.2984	True	subtelomere_switch	Y' Gain	chr12R	True	0.2984	True	subtelomere_switch	False	True	False	0.0
SRR33298418.447728	chr10R	Y' Gain	chr13L	True	0.6938	True	subtelomere_switch	Y' Gain	chr12R	True	0.6938	True	subtelomere_switch	False	True	False	0.0
SRR33298418.248796	chr10R	Y' Gain	chr3R	True	0.6844	True	subtelomere_switch	Y' Gain	chr12R	True	0.6844	True	subtelomere_switch	False	True	False	0.0
SRR33298418.351840	chr10R	Y' Gain	chr14L	True	1.0	False	subtelomere_switch	Y' Gain	chr12R	True	0.6409	True	subtelomere_switch	False	True	False	-0.359
SRR33298418.110132	chr10R	Y' Gain	chr7R	True	0.0111	False	subtelomere_switch	Y' Gain	chr12R	True	0.9	False	subtelomere_switch	False	True	False	0.889
SRR33298418.529353	chr10R	Y' Gain	chr13L	True	0.9668	False	subtelomere_switch	Y' Gain	chr14L	True	0.63	True	subtelomere_switch	False	True	False	-0.337
SRR33298418.250108	chr10R	Y' Gain	chr13L	True	0.0182	False	subtelomere_switch	Y' Gain	chr16R	True	0.9	False	subtelomere_switch	False	True	False	0.882
SRR33298418.539953	chr11L	Y' Gain	chr15L	True	0.3	True	subtelomere_switch	Y' Gain	chr12R	True	0.3	True	subtelomere_switch	False	True	False	0.0
SRR33298418.379782	chr11L	Y' Gain	chr4R	True	0.637	True	subtelomere_switch	Y' Gain	chr12R	True	0.637	True	subtelomere_switch	False	True	False	0.0
SRR33298418.200121	chr11L	Y' Gain	chr10L	True	0.5376	True	subtelomere_switch	Y' Gain	chr4R	True	0.63	True	subtelomere_switch	False	True	False	0.092
SRR33298418.18895	chr11L	Y' Gain	chr15L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.326376	chr11L	Y' Gain	chr15L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.193862	chr11L	Y' Gain	chr15L	True	0.6815	True	subtelomere_switch	Y' Gain	chr12R	True	0.6815	True	subtelomere_switch	False	True	False	0.0
SRR33298418.697734	chr11L	Y' Gain	chr12L	True	0.5157	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.114
SRR33298418.287189	chr11L	Y' Gain	chr14R	True	0.6658	True	subtelomere_switch	Y' Gain	chr12R	True	0.6658	True	subtelomere_switch	False	True	False	0.0
SRR33298418.78260	chr11L	Y' Gain	chr8L	True	0.2436	True	subtelomere_switch	Y' Gain	chr12R	True	0.27	True	subtelomere_switch	False	True	False	0.026
SRR33298418.258705	chr11L	Y' Gain	chr8L	True	0.2545	True	subtelomere_switch	Y' Gain	chr4R	True	0.27	True	subtelomere_switch	False	True	False	0.016
SRR33298418.452764	chr11L	Y' Gain	chr15L	True	0.3	True	subtelomere_switch	Y' Gain	chr12R	True	0.3	True	subtelomere_switch	False	True	False	0.0
SRR33298418.141714	chr11L	Y' Gain	chr15L	True	0.3	True	subtelomere_switch	Y' Gain	chr12R	True	0.3	True	subtelomere_switch	False	True	False	0.0
SRR33298418.455551	chr11L	Y' Gain	chr10L	True	0.5389	True	subtelomere_switch	Y' Gain	chr14L	True	0.63	True	subtelomere_switch	False	True	False	0.091
SRR33298418.423886	chr11L	Y' Gain	chr10L	True	0.5402	True	subtelomere_switch	Y' Gain	chr4R	True	0.63	True	subtelomere_switch	False	True	False	0.09
SRR33298418.539922	chr11L	Y' Gain	chr15L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.396253	chr11L	Y' Gain	chr15L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.90442	chr11L	Y' Gain	chr15L	True	0.3	True	subtelomere_switch	Y' Gain	chr12R	True	0.3	True	subtelomere_switch	False	True	False	0.0
SRR33298418.700186	chr11L	Y' Gain	chr8L	True	0.2556	True	subtelomere_switch	Y' Gain	chr4R	True	0.27	True	subtelomere_switch	False	True	False	0.014
SRR33298418.340109	chr11L	Y' Gain	chr12L	True	0.2269	True	subtelomere_switch	Y' Gain	chr12R	True	0.27	True	subtelomere_switch	False	True	False	0.043
SRR33298418.576789	chr11L	Y' Gain	chr15L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.348415	chr11L	Y' Gain	chr15L	True	0.6743	True	subtelomere_switch	Y' Gain	chr12R	True	0.6743	True	subtelomere_switch	False	True	False	0.0
SRR33298418.386879	chr11L	Y' Gain	chr14L	True	0.0002	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.63
SRR33298418.363055	chr11L	Y' Gain	chr10L	True	0.5106	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.119
SRR33298418.623772	chr11L	Y' Gain	chr8L	True	0.2535	True	subtelomere_switch	Y' Gain	chr4R	True	0.27	True	subtelomere_switch	False	True	False	0.017
SRR33298418.747229	chr11L	Y' Gain	chr15L	True	0.5267	True	subtelomere_switch	Y' Gain	chr4R	True	0.63	True	subtelomere_switch	False	True	False	0.103
SRR33298418.666075	chr11L	Y' Gain	chr15L	True	1.0	False	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	-0.3
SRR33298418.530287	chr11L	Y' Gain	chr12L	True	-0.0054	False	subtelomere_switch	Y' Gain	chr4R	True	0.9	False	subtelomere_switch	False	True	False	0.905
SRR33298418.585491	chr11L	Y' Gain	chr12L	True	-0.0042	False	subtelomere_switch	Y' Gain	chr12R	True	0.9	False	subtelomere_switch	False	True	False	0.904
SRR33298418.33080	chr11R	Y' Gain	chr14L	True	-0.0014	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.631
SRR33298418.436631	chr11R	Y' Gain	chr14L	True	0.001	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.629
SRR33298418.247187	chr11R	Y' Gain	chr14L	True	-0.0015	True	subtelomere_switch	Y' Gain	chr4R	True	0.63	True	subtelomere_switch	False	True	False	0.632
SRR33298418.3112	chr11R	Y' Gain	chr3L	True	0.6061	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.024
SRR33298418.203305	chr11R	Y' Gain	chr3L	True	0.6143	True	subtelomere_switch	Y' Gain	chr12R	True	0.63	True	subtelomere_switch	False	True	False	0.016
SRR33298418.16901	chr11R	Y' Gain	chr13L	True	0.7	True	subtelomere_switch	Y' Gain	chr12R	True	0.7	True	subtelomere_switch	False	True	False	0.0
SRR33298418.361859	chr11R	Y' Gain	chr2L	True	0.6393	True	subtelomere_switch	Y' Gain	chr12R	True	0.6393	True	subtelomere_switch	False	True	False	0.0
SRR33298418.179050	chr11R	Y' Gain	chr3L	True	0.2596	True	subtelomere_switch	Y' Gain	chr12R	True	0.27	True	subtelomere_switch	False	True	False	0.01
SRR33298418.17238	chr11R	Y' Gain	chr14L	True	-0.0066	False	subtelomere_switch	Y' Gain	chr12R	True	0.99	False	subtelomere_switch	False	True	False	0.997
SRR33298418.370353	chr11R	Y' Gain	chr4R	True	-0.002	False	subtelomere_switch	Y' Gain	chr12R	True	0.9	False	subtelomere_switch	False	True	False	0.902
SRR33298418.364278	chr12R	Y' Gain	chr4	True	0.0441	False	subtelomere_switch	Y' Gain	chr3R	True	0.9	False	subtelomere_switch	False	True	False	0.856
SRR33298418.315152	chr12R	Y' Gain	chr14	True	0.0239	False	subtelomere_switch	Y' Gain	chr3R	True	0.9	False	subtelomere_switch	False	True	False	0.876
SRR33298418.484293	chr12R	No Change		False	0.9	False		No Change	chr3R	True	0.9	False	subtelomere_switch	False	True	True	0.0
