read_id	chr_end	y_prime_recombination_status_a	recombination_source_a	recombination_detected_a	overall_confidence_a	is_complex_event_a	recombination_mechanism_a	y_prime_recombination_status_b	recombination_source_b	recombination_detected_b	overall_confidence_b	is_complex_event_b	recombination_mechanism_b	status_changed	source_changed	detected_changed	dconf
SRR33298444.5485	chr10L	1st Y' Change	chr12	True	0.3	False		1st Y' Change	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.03
SRR33298444.58194	chr10L	1st Y' Change	chr12	True	0.3	False		1st Y' Change	chr12R	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.03
SRR33298444.76422	chr11L	Y' Gain	chr12R	True	-0.0049	True		Y' Gain	chr4R	True	-0.0049	True	subtelomere_switch	False	True	False	0.0
SRR33298444.69266	chr11L	Y' Gain	chr11	True	0.3	False		Y' Gain	ambiguous	True	0.3	False	unmatched_array	False	True	False	0.0
SRR33298444.96784	chr11L	Y' Gain	chr11	True	0.3	False		Y' Gain	ambiguous	True	0.3	False	unmatched_array	False	True	False	0.0
SRR33298444.149473	chr11L	Y' Gain	chr11	True	0.3	False		Y' Gain	ambiguous	True	0.3	False	unmatched_array	False	True	False	0.0
SRR33298444.68976	chr11L	Y' Gain	chr11	True	-0.0011	False		Y' Gain	ambiguous	True	-0.0011	False	subtelomere_switch	False	True	False	0.0
SRR33298444.57063	chr11L	Y' Gain	chr11	True	0.3	False		Y' Gain	ambiguous	True	0.3	False	unmatched_array	False	True	False	0.0
SRR33298444.55691	chr11L	Y' Gain	chr11	True	0.3	False		Y' Gain	ambiguous	True	0.3	False	unmatched_array	False	True	False	0.0
SRR33298444.32243	chr11R	Y' Gain	chr11	True	0.3	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.36
SRR33298444.45738	chr11R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr14L	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.0
SRR33298444.21448	chr11R	Y' Gain	chr4	True	0.33	False		Y' Gain	chr4R	True	0.33	False	single_y_prime_change	False	True	False	0.0
SRR33298444.183036	chr12L	Y' Gain	ambiguous	True	0.3	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.36
SRR33298444.97983	chr12L	Y' Gain	ambiguous	True	0.3	False		Y' Gain	chr12R	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.03
SRR33298444.120791	chr12R	Y' Gain	chr14	True	0.3	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.36
SRR33298444.49159	chr13L	Y' Recombination	chr2	True	0.3	False		Y' Recombination	chr4R	True	0.66	False	donor_transfer	False	True	False	0.36
SRR33298444.127264	chr13L	Y' Recombination	chr2	True	0.3	False		Y' Recombination	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.03
SRR33298444.1836	chr13L	Y' Recombination	chr2	True	0.3	False		Y' Recombination	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.03
SRR33298444.208469	chr13L	Y' Recombination	chr4	True	0.3	False		Y' Recombination	chr4R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.03
SRR33298444.228396	chr13L	Y' Recombination	ambiguous	True	0.3	False		Y' Recombination	chr12R	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.03
SRR33298444.234764	chr13R	Y' Gain	chr12R	True	0.2841	True		Y' Gain	chr15R	True	0.2841	True	subtelomere_switch	False	True	False	0.0
SRR33298444.47019	chr13R	Y' Gain	chr12R	True	0.2791	True		Y' Gain	chr15R	True	0.6512	True	subtelomere_switch	False	True	False	0.372
SRR33298444.98264	chr13R	Y' Gain	chr4R	True	0.285	True		Y' Gain	chr15R	True	0.285	True	subtelomere_switch	False	True	False	0.0
SRR33298444.176959	chr13R	Y' Gain	chr12R	True	0.2841	True		Y' Gain	chr15R	True	0.6628	True	subtelomere_switch	False	True	False	0.379
SRR33298444.15230	chr13R	Y' Gain	chr4R	True	0.2854	True		Y' Gain	chr15R	True	0.666	True	subtelomere_switch	False	True	False	0.381
SRR33298444.108382	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.33
SRR33298444.235037	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.33
SRR33298444.120708	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.0
SRR33298444.129683	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.0
SRR33298444.120661	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr14L	True	0.66	False	donor_transfer	False	True	False	0.33
SRR33298444.168280	chr14R	Y' Gain	chr14	True	0.33	False		Y' Gain	chr12R	True	0.33	False	donor_transfer_candidates:3	False	True	False	0.0
SRR33298444.2926	chr15L	Y' Gain	chr12R	True	-0.0022	True		Y' Gain	chr4R	True	-0.0022	True	subtelomere_switch	False	True	False	0.0
SRR33298444.203550	chr15L	Y' Gain	chr12R	True	-0.0011	True		Y' Gain	chr4R	True	-0.0011	True	subtelomere_switch	False	True	False	0.0
SRR33298444.182426	chr15L	Y' Gain	chr12R	True	-0.002	True		Y' Gain	chr4R	True	-0.002	True	subtelomere_switch	False	True	False	0.0
SRR33298444.166141	chr15L	Y' Gain	chr12R	True	-0.0014	True		Y' Gain	chr4R	True	-0.0014	True	subtelomere_switch	False	True	False	0.0
SRR33298444.178014	chr15R	Y' Gain	chr15	True	0.33	False		Y' Gain	chr12R	True	0.33	False	donor_transfer_candidates:2	False	True	False	0.0
SRR33298444.169273	chr15R	Y' Gain	chr4	True	0.33	False		Y' Gain	chr14L	True	0.44	False	donor_transfer	False	True	False	0.11
