read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.22248	chr13L	81661	beginning	76636	81661	72169	76636	4467	chr13L	chr13L	-1	98.8	0.0	0.95	no_change	False	71414	72169	755	chr13L	-1	99.73	89.84	0.9923	no_change	ID1	11	ID7,ID2,ID7,ID2,ID2,ID7,ID2,ID2,ID2,ID2,ID2	ID7:65879-71360;ID2:59066-65717;ID7:53424-58907;ID2:46620-53261;ID2:39796-46458;ID7:34173-39645;ID2:27365-34010;ID2:20559-27201;ID2:13749-20398;ID2:6943-13585;ID2:133-6780	133	71360	71227	Y' Gain	4		ID2	True	chr13L	ID2,ID7,ID2,ID2,ID2,ID2,ID2	ID2,ID7,ID2	3	contiguous	chr13L:contiguous	True		1.0	self[2-4]:ID2,ID7,ID2 > self[2]:ID2,ID2,ID2,ID2(circ x4.0 moderate)	2	self	4	self[2]:ID2x4.0:moderate	5	6	chr13L	True	0.33	True	supplementary=chr2; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[2-4]:ID2,ID7,ID2 > self[2]:ID2,ID2,ID2,ID2(circ x4.0 moderate)	False	base=0.30, complexity=1.10	chr2=0.25	False	self	tandem_amplification_same_end		True	88.0	11.0	133	
SRR33298449.331456	chr13L	62280	end	0	5039	5039	9500	4461	chr13L	chr13L	-1	99.67	0.0	0.95	no_change	False	9500	10252	752	chr13L	-1	99.87	89.94	0.9952	no_change	ID1	8	ID7,ID2,ID7,ID2,ID2,ID2,ID2,ID2	ID7:10306-15800;ID2:15952-22608;ID7:22757-28237;ID2:28399-35037;ID2:35188-41814;ID2:41978-48633;ID2:48790-55435;ID2:55588-62230	10306	62230	51924	Y' Gain	4		ID2	True	chr13L	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	4	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr14L?[2]:ID2 > self[2]:ID2,ID2,ID2(circ x3.0 moderate)	2	self	3	self[2]:ID2x3.0:moderate	3	3	chr13L	True	0.33	True	y_prime_compatible=chr13L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L?[2]:ID2 > self[2]:ID2,ID2,ID2(circ x3.0 moderate)	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		False	50.0	8.0	50	
SRR33298449.399579	chr13L	58919	beginning	53880	58919	49417	53880	4463	chr13L	chr13L	-1	99.06	0.0	0.95	no_change	False	48665	49417	752	chr13L	-1	99.47	89.56	0.9902	no_change	ID1	8	ID7,ID2,ID7,ID2,ID7,ID7,ID2,ID7	ID7:43128-48611;ID2:36323-42966;ID7:30697-36172;ID2:23881-30535;ID7:18249-23733;ID7:12601-18087;ID2:5784-12439;ID7:144-5637	144	48611	48467	Y' Gain	4		ID7	True	chr13L	ID7,ID7,ID2,ID7	ID7,ID7,ID2	3	contiguous	chr13L:rotation	True		1.0	self[1-3]:ID7,ID7,ID2,ID7(circ x1.3 moderate | alt chr13L[1] + chr13L[1-3])	1	self	4	self[1-3]:ID7,ID7,ID2x1.3:moderate	3	3	chr13L	True	0.33	True	supplementary=chr2; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:rotation; y_prime_status=Y' Gain; y_prime_path=self[1-3]:ID7,ID7,ID2,ID7(circ x1.3 moderate | alt chr13L[1] + chr13L[1-3])	False	base=0.30, complexity=1.10	chr2=0.25	False	self	tandem_amplification_same_end		True	115.0	8.0	144	
SRR33298449.131849	chr13L	53240	end	0	5041	5041	9486	4445	chr13L	chr13L	-1	98.69	0.0	0.95	no_change	False	9486	10239	753	chr13L	-1	100.0	90.06	0.9968	no_change	ID1	7	ID7,ID2,ID7,ID2,ID7,ID2,ID7	ID7:10293-15769;ID2:15931-22576;ID7:22727-28203;ID2:28366-35000;ID7:35143-40624;ID2:40786-47410;ID7:47561-53044	10293	53044	42751	Y' Gain	4		ID7	True	chr13L	ID7,ID2,ID7	ID7,ID2,ID7	3	contiguous	chr13L:contiguous	True		1.0	self[1-3]:ID7,ID2,ID7	1	self	3		2	2	chr13L	True	0.33	True	supplementary=chr2; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[1-3]:ID7,ID2,ID7	False	base=0.30, complexity=1.10	chr2=0.25	False	self	tandem_amplification_same_end		True	161.0	7.0	196	
SRR33298449.552456	chr13L	47666	end	0	5040	5040	9504	4464	chr13L	chr13L	-1	99.85	0.0	0.95	no_change	False	9504	10256	752	chr13L	-1	99.87	89.94	0.9952	no_change	ID1	6	ID7,ID2,ID7,ID2,ID2,ID7	ID7:10310-15871;ID2:16033-22673;ID7:22824-28303;ID2:28465-35118;ID2:35283-41942;ID7:42100-47585	10310	47585	37275	Y' Gain	4		ID2	True	chr13L	ID2,ID7	ID2,ID7	2	contiguous	chr13L:contiguous	True		1.0	self[2-3]:ID2,ID7	1	self	2		1	1	chr13L	True	0.33	True	y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[2-3]:ID2,ID7	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	71.0	6.0	81	
SRR33298449.66188	chr13L	47616	end	0	5039	5039	9503	4464	chr13L	chr13L	-1	99.9	0.0	0.95	no_change	False	9503	10256	753	chr13L	-1	100.0	90.06	0.9968	no_change	ID1	6	ID7,ID2,ID7,ID2,ID7,ID2	ID7:10310-15785;ID2:15947-22598;ID7:22749-28228;ID2:28399-35040;ID7:35191-40675;ID2:40839-47486	10310	47486	37176	Y' Gain	4		ID7	True	chr13L	ID7,ID2	ID7,ID2	2	contiguous	chr13L:contiguous	True		1.0	self[1-2]:ID7,ID2	1	self	2		1	1	chr13L	True	0.33	True	y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[1-2]:ID7,ID2	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	122.0	6.0	130	
SRR33298449.174558	chr13L	47429	beginning	42399	47429	37960	42399	4439	chr13L	chr13L	-1	97.79	0.0	0.95	no_change	False	37206	37960	754	chr13L	-1	99.47	90.93	0.922	no_change	ID1	6	ID7,ID2,ID7,ID2,ID7,ID2	ID7:31686-37152;ID2:24903-31524;ID7:19305-24753;ID2:12490-19143;ID7:6891-12344;ID2:91-6729	91	37152	37061	Y' Gain	4		ID7	True	chr13L	ID7,ID2	ID7,ID2	2	contiguous	chr13L:contiguous	True		1.0	self[1-2]:ID7,ID2	1	self	2		1	1	chr13L	True	0.33	True	y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[1-2]:ID7,ID2	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	65.0	5.0	91	
SRR33298449.64948	chr13L	43188	beginning	38144	43188	33688	38144	4456	chr13L	chr13L	-1	99.6	0.0	0.95	no_change	False	32933	33688	755	chr13L	-1	98.68	89.12	0.9649	no_change	ID1	5	ID7,ID2,ID2,ID2,ID2	ID7:27404-32879;ID2:20594-27242;ID2:13794-20430;ID2:6979-13630;ID2:170-6815	170	32879	32709	Y' Recombination	2	ID7	ID2	True	chr13L	ID2,ID2,ID2	ID2,ID2,ID2	3	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2,ID2	1		3		2	2	chr4R	True	0.33	True	supplementary=chr4; y_prime_compatible=chr13L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Recombination; y_prime_path=chr12R|chr4R:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr4=0.25;chr12R=0.15;chr4R=0.15	False	arm	donor_transfer_candidates:2		True	131.0	5.0	170	
SRR33298449.255728	chr13L	41987	beginning	36942	41987	32488	36942	4454	chr13L	chr13L	-1	99.46	0.0	0.95	no_change	False	31735	32488	753	chr13L	-1	100.0	90.06	0.9968	no_change	ID1	5	ID7,ID2,ID7,ID2,ID2	ID7:26206-31681;ID2:19403-26047;ID7:13774-19252;ID2:6986-13611;ID2:181-6836	181	31681	31500	Y' Gain	4		ID2	True	chr13L	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	True		0.2	self[2]:ID2	1	self	1		0	0	chr13L	True	0.33	True	supplementary=chr14; y_prime_compatible=chr13L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=self[2]:ID2	False	base=0.30, complexity=1.10	chr14=0.25	False	self	tandem_amplification_same_end		True	133.0	5.0	181	
SRR33298449.514996	chr13L	41899	end	0	5040	5040	9499	4459	chr13L	chr13L	-1	99.05	0.0	0.95	no_change	False	9499	10252	753	chr13L	-1	100.0	90.06	0.9968	no_change	ID1	5	ID7,ID2,ID7,ID2,ID2	ID7:10306-15784;ID2:15946-22586;ID7:22737-28200;ID2:28360-35007;ID2:35169-41817	10306	41817	31511	Y' Gain	4		ID2	True	chr13L	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	True		0.2	self[2]:ID2	1	self	1		0	0	chr13L	True	0.33	True	supplementary=chr14; y_prime_compatible=chr13L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=self[2]:ID2	False	base=0.30, complexity=1.10	chr14=0.25	False	self	tandem_amplification_same_end		True	74.0	5.0	82	
