read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.353376	chr8L	41576	beginning	36549	41576	36345	36549	204	chr8L	chr8L	-1	100.0	0.0	0.95	no_change	True	35893	36345	452	chr8L	-1	100.0	91.87	0.9065	no_change	ID27	6	ID1,ID5,ID2,ID3,ID3,ID3	ID1:30731-35796;ID5:23900-30555;ID2:17080-23732;ID3:11423-16908;ID3:5762-11248;ID3:106-5588	106	35796	35690	Y' Gain	1		ID5	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	5	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	1	chr14L	5		4	4	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	69.0	6.0	106	
SRR33298449.319937	chr8L	41557	end	0	5045	5045	5251	206	chr8L	chr8L	-1	97.01	0.0	0.95	no_change	False	5251	5701	450	chr8L	-1	99.34	91.26	0.8979	no_change	ID27	6	ID1,ID3,ID3,ID5,ID2,ID3	ID1:5800-10857;ID3:11027-16516;ID3:16691-22175;ID5:22350-28995;ID2:29163-35812;ID3:35984-41455	5800	41455	35655	Y' Gain	1		ID3	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID3,ID3,ID5,ID2,ID3	ID3,ID3,ID5,ID2,ID3	5	contiguous	chr14L:rotation	False	chr14L	1.0	chr14L[1-4]:ID3,ID3,ID5,ID2,ID3(circ x1.2 moderate | alt chr14L[3-4] + chr14L[1-3])	1	chr14L	5	chr14L[1-4]:ID3,ID3,ID5,ID2x1.2:moderate	4	4	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr14L:rotation; y_prime_status=Y' Gain; y_prime_path=chr14L[1-4]:ID3,ID3,ID5,ID2,ID3(circ x1.2 moderate | alt chr14L[3-4] + chr14L[1-3])	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	91.0	6.0	102	
SRR33298449.17944	chr8L	30145	end	0	5029	5029	5234	205	chr8L	chr8L	-1	89.04	0.0	0.95	no_change	False	5234	5683	449	chr8L	-1	98.9	91.26	0.8721	no_change	ID27	4	ID2,ID7,ID2,ID7	ID2:5782-11970;ID7:12124-17598;ID2:17761-24398;ID7:24552-30040	5782	30040	24258	1st Y' Change	0	ID1	ID2	False	chr15R,chr4R	ID2,ID7,ID2,ID7	ID2,ID7,ID2,ID7	4	contiguous	chr13L:rotation	False	chr13L	1.0	chr13L[1-2]:ID2,ID7,ID2,ID7(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	1	chr13L	4	chr13L[1-2]:ID2,ID7x2.0:moderate	3	3	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr15R,chr4R; y_prime_array_matches=chr13L:rotation; y_prime_status=1st Y' Change; y_prime_path=chr13L[1-2]:ID2,ID7,ID2,ID7(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	96.0	4.0	105	
SRR33298449.40681	chr8L	24476	beginning	19490	24476	19291	19490	199	chr8L	chr8L	-1	96.36	0.0	0.95	no_change	False	18845	19291	446	chr8L	-1	94.76	87.7	0.8082	no_change	ID27	3	ID7,ID2,ID2	ID7:13727-18743;ID2:7004-13600;ID2:203-6840	203	18743	18540	1st Y' Change	0	ID1	ID7	False	chr13L	ID7,ID2,ID2	ID7,ID2,ID2	3	contiguous	chr13L:rotation	False	chr13L	1.0	chr13L[1]:ID7 > chr12R|chr4R:ID2,ID2	2		2		1	2	chr13L	True	0.66	True	supplementary=chr5; y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:rotation; y_prime_status=1st Y' Change; y_prime_path=chr13L[1]:ID7 > chr12R|chr4R:ID2,ID2	False	base=0.60, complexity=1.10	chr13L=1.00;chr5=0.25	False	arm	donor_transfer	chr13L	True	161.0	3.0	203	
SRR33298449.510400	chr8L	23359	beginning	18326	23359	18121	18326	205	chr8L	chr8L	-1	100.0	0.0	0.95	no_change	False	17669	18121	452	chr8L	-1	100.0	91.87	0.9065	no_change	ID27	3	ID1,ID7,ID2	ID1:12556-17570;ID7:6916-12405;ID2:103-6754	103	17570	17467	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7,ID2	ID7,ID2	2	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-2]:ID7,ID2	1	chr13L	2		1	1	chr13L	True	0.44	True	supplementary=chr5; y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-2]:ID7,ID2	False	base=0.40, complexity=1.10	chr13L=0.60;chr5=0.25	False	arm	donor_transfer	chr13L	True	63.0	3.0	103	
SRR33298449.117642	chr8L	22207	end	0	5034	5034	5240	206	chr8L	chr8L	-1	97.74	0.0	0.95	no_change	False	5240	5692	452	chr8L	-1	100.0	91.87	0.9065	no_change	ID27	3	ID1,ID7,ID7	ID1:5791-10854;ID7:11011-16489;ID7:16646-22135	5791	22135	16344	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7,ID7		0			False		0.0	chr13L[1]:ID7 > chr13L[1]:ID7	2	chr13L	1		1	1	chr5R	True	0.33	True	supplementary=chr5; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_status=Y' Gain; y_prime_path=chr13L[1]:ID7 > chr13L[1]:ID7	False	base=0.30, complexity=1.10	chr5=0.25	False	arm_via_y_prime_candidates	unmatched_array		False	71.0	3.0	72	
SRR33298449.247974	chr8L	18119	beginning	13087	18119	12880	13087	207			-1	0.0	0.0	0.0	no_data	False	12426	12880	454	chr8L	-1	98.24	90.28	0.8822	no_change	ID27	2	ID1,ID2	ID1:6929-12327;ID2:127-6774	127	12327	12200	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		True	92.0	2.0	127	
SRR33298449.32651	chr8L	17807	beginning	12774	17807	12570	12774	204	chr8L	chr8L	-1	100.0	0.0	0.95	no_change	False	12117	12570	453	chr8L	-1	99.78	91.68	0.9028	no_change	ID27	2	ID1,ID2	ID1:6958-12018;ID2:150-6795	150	12018	11868	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		False	117.0	2.0	150	
SRR33298449.516876	chr8L	16549	beginning	11514	16549	11310	11514	204	chr8L	chr8L	-1	100.0	0.0	0.95	no_change	True	10858	11310	452	chr8L	-1	99.78	91.87	0.8935	no_change	ID27	2	ID1,ID7	ID1:5716-10760;ID7:94-5564	94	10760	10666	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7	ID7	1	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1]:ID7	1	chr13L	1		0	0	chr13L	True	0.33	True	y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1]:ID7	False	base=0.30, complexity=1.10	chr13L=0.50	False	arm	donor_transfer	chr13L	True	58.0	2.0	94	
SRR33298449.380596	chr8L	12183	end	0	5037	5037	5243	206	chr8L	chr8L	-1	97.77	0.0	0.95	no_change	False	5243	5947	704	chr6L	-1	98.58	91.46	0.8439	full_switch	ID23	1	ID4	ID4:6058-12032	6058	12032	5974	1st Y' Change	0	ID1	ID4	True	chr2L,chr6L	ID4	ID4	1	contiguous	chr2L:contiguous;chr6L:contiguous	False		0.5	chr2L|chr6L:ID4	1		1		0	0	chr6L	True	0.9283	True	x_element=chr6L; y_prime_compatible=chr2L,chr6L; y_prime_array_matches=chr2L:contiguous,chr6L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr2L|chr6L:ID4	False	base=0.84, complexity=1.10	chr6L=0.50	False	arm	subtelomere_switch		False	143.0	1.0	151	
