read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.231908	chr14R	37469	end	0	4017	4017	7272	3255	chr14R	chr14R	-1	97.46	0.0	0.95	no_change	False	7272	8065	793	chr14R	-1	99.62	90.44	0.9553	no_change	ID11	5	ID6,ID3,ID3,ID3,ID3	ID6:8141-14673;ID3:14843-20323;ID3:20489-25965;ID3:26134-31616;ID3:31791-37277	8141	37277	29136	Y' Gain	1		ID3	True	chr10L,chr14R,chr5L,chr9L	ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3	4	periodic	chr14L:periodic	False	chr14L	1.0	chr14L[3-5]:ID3,ID3,ID3,ID3(circ x1.3 moderate | alt chr14L[3] + chr14L[3-5])	1	chr14L	4	chr14L[3-5]:ID3,ID3,ID3x1.3:moderate	3	3	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=chr14L[3-5]:ID3,ID3,ID3,ID3(circ x1.3 moderate | alt chr14L[3] + chr14L[3-5])	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	False	185.0	5.0	192	
SRR33298449.71973	chr14R	38454	end	0	5041	5041	8298	3257	chr14R	chr14R	-1	96.33	0.0	0.95	no_change	False	8298	9092	794	chr14R	-1	99.75	90.06	0.9817	no_change	ID11	5	ID6,ID3,ID3,ID3,ID3	ID6:9173-15683;ID3:15860-21353;ID3:21528-27014;ID3:27189-32670;ID3:32843-38318	9173	38318	29145	Y' Gain	1		ID3	True	chr10L,chr14R,chr5L,chr9L	ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3	4	periodic	chr14L:periodic	False	chr14L	1.0	chr14L[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	1	chr14L	4	chr14L[3]:ID3x4.0:moderate	3	3	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=chr14L[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	120.0	5.0	136	
SRR33298449.95832	chr14R	36213	end	0	5036	5036	8296	3260	chr14R	chr14R	-1	95.9	0.0	0.95	no_change	False	8296	9090	794	chr14R	-1	99.25	89.94	0.9583	no_change	ID11	4	ID6,ID2,ID2,ID2	ID6:9166-15696;ID2:15857-22502;ID2:22666-29306;ID2:29470-36114	9166	36114	26948	Y' Gain	1		ID2	True	chr10L,chr14R,chr5L,chr9L	ID2,ID2,ID2	ID2,ID2,ID2	3	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2,ID2	1		3		2	2	chr12R	True	0.33	True	y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr4R:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	89.0	4.0	99	
SRR33298449.132130	chr14R	29942	end	0	5028	5028	8277	3249	chr14R	chr14R	-1	95.54	0.0	0.95	no_change	False	8277	9071	794	chr14R	-1	99.87	90.2	0.9827	no_change	ID11	3	ID6,ID6,ID6	ID6:9196-15926;ID6:16127-22873;ID6:23072-29814	9196	29814	20618	Y' Gain	1		ID6	True	chr10L,chr14R,chr5L,chr9L	ID6,ID6		0			False		0.0	self[1]:ID6 > self[1]:ID6	2	self	1		0	1	ambiguous	True	0.3	True	y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_status=Y' Gain; y_prime_path=self[1]:ID6 > self[1]:ID6	False	base=0.30, complexity=1.00		False		unmatched_array		True	122.0	3.0	128	
SRR33298449.368231	chr14R	25405	end	0	3241	3241	6491	3250	chr14R	chr14R	-1	98.12	0.0	0.95	no_change	False	6491	7285	794	chr14R	-1	100.0	90.33	0.9837	no_change	ID11	3	ID7,ID2,ID7	ID7:7361-12841;ID2:13003-19634;ID7:19787-25267	7361	25267	17906	1st Y' Change	0	ID6	ID7	False	chr13L	ID7,ID2,ID7	ID7,ID2,ID7	3	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-3]:ID7,ID2,ID7	1	chr13L	3		2	2	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr13L[1-3]:ID7,ID2,ID7	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	131.0	3.0	138	
SRR33298449.328607	chr14R	22720	end	0	5026	5026	8282	3256	chr14R	chr14R	-1	96.02	0.0	0.95	no_change	False	8282	9076	794	chr14R	-1	99.87	90.2	0.9827	no_change	ID11	2	ID5,ID2	ID5:9155-15770;ID2:15932-22576	9155	22576	13421	1st Y' Change	0	ID6	ID5	False	chr14L,chr16L,chr7R	ID5,ID2	ID5,ID2	2	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[1-2]:ID5,ID2	1	chr14L	2		1	1	chr14L	True	0.44	True	supplementary=chr12; y_prime=chr14L; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr14L[1-2]:ID5,ID2	False	base=0.40, complexity=1.10	chr14L=0.60;chr12=0.25	False	arm	donor_transfer	chr14L	False	135.0	2.0	144	
SRR33298449.574314	chr14R	22573	end	0	5039	5039	8298	3259	chr14R	chr14R	-1	96.25	0.0	0.95	no_change	False	8298	9091	793	chr14R	-1	99.87	90.2	0.9827	no_change	ID11	2	ID6,ID2	ID6:9170-15691;ID2:15855-22486	9170	22486	13316	Y' Gain	1		ID2	True	chr10L,chr14R,chr5L,chr9L	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	chr12	True	0.33	True	supplementary=chr12; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.10	chr12=0.25	False	chromosome	donor_transfer_candidates:5		True	78.0	2.0	87	
SRR33298449.177144	chr14R	22539	end	0	5049	5049	8305	3256	chr14R	chr14R	-1	96.3	0.0	0.95	no_change	False	8305	9099	794	chr14R	-1	100.0	90.33	0.9837	no_change	ID11	2	ID6,ID2	ID6:9175-15707;ID2:15795-22447	9175	22447	13272	Y' Gain	1		ID2	True	chr10L,chr14R,chr5L,chr9L	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	chr12	True	0.33	True	supplementary=chr12; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.10	chr12=0.25	False	chromosome	donor_transfer_candidates:5		False	92.0	2.0	92	
SRR33298449.506988	chr14R	21447	end	0	5034	5034	8290	3256	chr14R	chr14R	-1	96.25	0.0	0.95	no_change	False	8290	9084	794	chr14R	-1	100.0	90.33	0.9837	no_change	ID11	2	ID6,ID3	ID6:9160-15689;ID3:15866-21356	9160	21356	12196	Y' Gain	1		ID3	True	chr10L,chr14R,chr5L,chr9L	ID3	ID3	1	contiguous	chr14L:contiguous	False	chr14L	1.0	chr14L[3]:ID3	1	chr14L	1		0	0	chr14L	True	0.33	True	supplementary=chr12; y_prime=chr14L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[3]:ID3	False	base=0.30, complexity=1.10	chr14L=0.50;chr12=0.25	False	arm	donor_transfer	chr14L	True	83.0	2.0	91	
SRR33298449.294954	chr14R	15920	end	0	5043	5043	8297	3254	chr14R	chr14R	-1	95.52	0.0	0.95	no_change	False	8297	9087	790	chr14R	-1	99.25	89.8	0.9647	no_change	ID11	1	ID5	ID5:9164-15804	9164	15804	6640	1st Y' Change	0	ID6	ID5	True	chr14L,chr16L,chr7R	ID5	ID5	1	contiguous	chr14L:contiguous;chr16L:contiguous;chr7R:contiguous	False		0.333	chr14L|chr16L|chr7R:ID5	1		1		0	0	chr14L	True	0.33	True	y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous,chr16L:contiguous,chr7R:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr14L|chr16L|chr7R:ID5	False	base=0.30, complexity=1.10	chr14L=0.10;chr16L=0.10;chr7R=0.10	True	arm	donor_transfer_candidates:3		True	106.0	1.0	116	
