read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.389750	chr14L	85570	beginning	80542	85570	71242	80542	9300	chr14L	chr14L	-1	98.56	0.0	0.95	no_change	False	70509	71242	733	chr14L	-1	100.0	91.69	0.9156	no_change	ID10	12	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5:63582-70621;ID2:56756-63405;ID3:51102-56584;ID3:45439-50925;ID3:39765-45262;ID3:34104-39590;ID3:28441-33925;ID3:22784-28266;ID3:17127-22611;ID3:11467-16952;ID3:5804-11293;ID3:153-5627	153	70621	70468	Y' Gain	5		ID3	True	chr14L,chr16L,chr7R	ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3,ID3,ID3,ID3	7	periodic	chr14L:periodic	True		1.0	self[3]:ID3,ID3,ID3,ID3,ID3,ID3,ID3(circ x7.0 strong)	1	self	7	self[3]:ID3x7.0:strong	6	6	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3,ID3,ID3,ID3,ID3,ID3,ID3(circ x7.0 strong)	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	116.0	12.0	153	
SRR33298449.353063	chr14L	74176	end	0	5049	5049	14344	9295	chr14L	chr14L	-1	99.55	0.0	0.95	no_change	False	14344	15075	731	chr14L	-1	98.91	90.65	0.9034	no_change	ID10	10	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5:14963-21994;ID2:22162-28812;ID3:28984-34468;ID3:34643-40126;ID3:40297-45772;ID3:45949-51429;ID3:51602-57089;ID3:57266-62742;ID3:62917-68395;ID3:68571-74051	14963	74051	59088	Y' Gain	5		ID3	True	chr14L,chr16L,chr7R	ID3,ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3,ID3	5	periodic	chr14L:periodic	True		1.0	self[3]:ID3,ID3,ID3,ID3,ID3(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	1	self	5	self[3]:ID3x5.0:moderate	4	4	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3,ID3,ID3,ID3,ID3(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	116.0	10.0	125	
SRR33298449.278119	chr14L	69891	beginning	64854	69891	55553	64854	9301	chr14L	chr14L	-1	98.18	0.0	0.95	no_change	False	54820	55553	733	chr14L	-1	100.0	91.69	0.9156	no_change	ID10	8	ID5,ID2,ID5,ID5,ID2,ID5,ID5,ID2	ID5:47899-54932;ID2:41085-47733;ID5:34263-40917;ID5:27449-34095;ID2:20624-27281;ID5:13802-20456;ID5:6978-13632;ID2:186-6810	186	54932	54746	Y' Recombination	2	ID3	ID5	False	chr14L,chr16L,chr7R	ID5,ID5,ID2,ID5,ID5,ID2	ID5,ID2	2	contiguous	chr14L:contiguous	True		1.0	self[1]:ID5 > self[1-2]:ID5,ID2,ID5(circ x1.5 moderate | alt chr14L[1-2] + chr14L[1]) > self[1-2]:ID5,ID2	3	self	3	self[1-2]:ID5,ID2x1.5:moderate	5	5	chr14L	True	0.33	True	y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Recombination; y_prime_path=self[1]:ID5 > self[1-2]:ID5,ID2,ID5(circ x1.5 moderate | alt chr14L[1-2] + chr14L[1]) > self[1-2]:ID5,ID2	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	148.0	8.0	186	
SRR33298449.568949	chr14L	62956	beginning	57929	62956	48630	57929	9299	chr14L	chr14L	-1	99.36	0.0	0.95	no_change	False	47897	48630	733	chr14L	-1	100.0	91.69	0.9156	no_change	ID10	8	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3	ID5:40969-48009;ID2:34147-40801;ID3:28479-33973;ID3:22821-28304;ID3:17157-22646;ID3:11526-16985;ID3:5874-11351;ID3:213-5699	213	48009	47796	Y' Gain	5		ID3	True	chr14L,chr16L,chr7R	ID3,ID3,ID3	ID3,ID3,ID3	3	contiguous	chr14L:contiguous	True		1.0	self[3-5]:ID3,ID3,ID3	1	self	3		2	2	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[3-5]:ID3,ID3,ID3	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	173.0	8.0	213	
SRR33298449.108098	chr14L	58481	end	0	5033	5033	14299	9266	chr14L	chr14L	-1	98.05	0.0	0.95	no_change	False	14299	15036	737	chr14L	-1	97.44	89.8	0.859	no_change	ID10	7	ID5,ID2,ID3,ID3,ID3,ID2,ID3	ID5:14927-21966;ID2:22134-28777;ID3:28953-34447;ID3:34622-40092;ID3:40267-45954;ID2:46122-52747;ID3:52919-58392	14927	58392	43465	Y' Gain	5		ID2	True	chr14L,chr16L,chr7R	ID2,ID3	ID2,ID3	2	contiguous	chr14L:contiguous	True		1.0	self[2-3]:ID2,ID3	1	self	2		1	1	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[2-3]:ID2,ID3	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	78.0	7.0	89	
SRR33298449.277540	chr14L	58354	beginning	53320	58354	44014	53320	9306	chr14L	chr14L	-1	98.63	0.0	0.95	no_change	False	43280	44014	734	chr14L	-1	99.59	91.3	0.9107	no_change	ID10	7	ID5,ID2,ID3,ID3,ID3,ID3,ID2	ID5:36356-43392;ID2:29539-36189;ID3:23885-29367;ID3:18225-23708;ID3:12570-18050;ID3:6905-12398;ID2:92-6742	92	43392	43300	Y' Gain	5		ID3	True	chr14L,chr16L,chr7R	ID3,ID2	ID3,ID2	2	contiguous	chr14L:rotation	True		1.0	self[3]:ID3 > self[2]:ID2	2	self	1		0	1	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:rotation; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3 > self[2]:ID2	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	53.0	7.0	92	
SRR33298449.271241	chr14L	51471	end	0	5035	5035	14323	9288	chr14L	chr14L	-1	99.25	0.0	0.95	no_change	False	14323	15053	730	chr14L	-1	99.18	91.04	0.8997	no_change	ID10	6	ID5,ID2,ID3,ID3,ID3,ID3	ID5:14942-21945;ID2:22113-28754;ID3:28931-34414;ID3:34586-40072;ID3:40240-45724;ID3:45899-51380	14942	51380	36438	Y' Gain	5		ID3	True	chr14L,chr16L,chr7R	ID3	ID3	1	contiguous	chr14L:contiguous	True		1.0	self[3]:ID3	1	self	1		0	0	chr14L	True	0.33	True	supplementary=chr13; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3	False	base=0.30, complexity=1.10	chr13=0.25	False	self	tandem_amplification_same_end		True	83.0	6.0	91	
SRR33298449.586167	chr14L	49541	end	0	4891	4891	14178	9287	chr14L	chr14L	-1	97.88	0.0	0.95	no_change	False	14178	14911	733	chr14L	-1	100.0	91.69	0.9156	no_change	ID10	5	ID5,ID2,ID2,ID2,ID2	ID5:14799-21819;ID2:21990-28615;ID2:28884-35509;ID2:35678-42339;ID2:42842-49479	14799	49479	34680	Y' Recombination	2	ID3	ID2	True	chr14L,chr16L,chr7R	ID2,ID2,ID2	ID2,ID2,ID2	3	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2,ID2(circ x1.5)	1		3	chr12R|chr4R:ID2,ID2x1.5:na	1	2	chr12R	True	0.33	True	y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Recombination; y_prime_path=chr12R|chr4R:ID2,ID2,ID2(circ x1.5)	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	53.0	5.0	62	
SRR33298449.586243	chr14L	49183	beginning	44307	49183	35015	44307	9292	chr14L	chr14L	-1	98.67	0.0	0.95	no_change	False	34282	35015	733	chr14L	-1	99.45	91.16	0.9097	no_change	ID10	5	ID5,ID2,ID2,ID2,ID2	ID5:27356-34394;ID2:20535-27188;ID2:13711-20363;ID2:6898-13540;ID2:84-6721	84	34394	34310	Y' Recombination	2	ID3	ID2	True	chr14L,chr16L,chr7R	ID2,ID2,ID2	ID2,ID2,ID2	3	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr12R|chr4R:ID2,ID2,ID2	1		3		2	2	chr12R	True	0.33	True	y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Recombination; y_prime_path=chr12R|chr4R:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	52.0	5.0	84	
SRR33298449.517427	chr14L	49022	end	0	5032	5032	14323	9291	chr14L	chr14L	-1	99.35	0.0	0.95	no_change	False	14323	15056	733	chr14L	-1	99.86	91.56	0.9141	no_change	ID10	5	ID5,ID2,ID2,ID2,ID2	ID5:14944-21947;ID2:21956-28605;ID2:28783-35419;ID2:35591-42249;ID2:42258-48914	14944	48914	33970	Y' Recombination	2	ID3	ID2	True	chr14L,chr16L,chr7R	ID2,ID2,ID2	ID2,ID2,ID2	3	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[5-7]:ID2,ID2,ID2	1	chr4R	3		2	2	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Recombination; y_prime_path=chr4R[5-7]:ID2,ID2,ID2	False	base=0.30, complexity=1.10	chr4R=1.00	False	arm	donor_transfer	chr4R	False	107.0	5.0	108	
