read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.12734	chr12L	58056	beginning	53013	58056	52884	53013	129			-1	0.0	0.0	0.0	no_data	False	52470	52884	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1:47271-52440;ID2:40613-47262;ID2:33797-40441;ID2:27138-33788;ID2:20312-26966;ID2:13655-20303;ID2:6835-13483;ID2:183-6826	183	52440	52257	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	7	contiguous	chr12R:periodic;chr4R:contiguous	False	chr4R	1.0	chr4R[3-4]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x3.5 moderate)	1	chr4R	7	chr4R[3-4]:ID2,ID2x3.5:moderate	6	6	chr4R	True	0.66	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:periodic,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[3-4]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x3.5 moderate)	False	base=0.60, complexity=1.10	chr4R=1.00	False	arm	donor_transfer	chr4R	True	142.0	8.0	183	
SRR33298449.399655	chr12L	51883	end	0	5046	5046	5177	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5177	5591	414	chr12L	-1	99.52	94.37	0.754	no_change	ID7	7	ID3,ID2,ID2,ID2,ID2,ID2,ID2	ID3:5621-10819;ID2:10980-17637;ID2:17807-24459;ID2:24626-31276;ID2:31448-38109;ID2:38281-44926;ID2:45098-51746	5621	51746	46125	1st Y' Change	0	ID1	ID3	False		ID3,ID2,ID2,ID2,ID2,ID2,ID2	ID3,ID2	2	contiguous	chr14L:rotation	False	chr14L	1.0	chr14L[3]:ID3 > chr12R|chr13L|chr14L|chr4R:ID2,ID2,ID2,ID2,ID2,ID2(circ x6.0)	2		6	chr12R|chr13L|chr14L|chr4R:ID2x6.0:na	5	6	chr14L	True	0.44	True	y_prime=chr14L; y_prime_array_matches=chr14L:rotation; y_prime_status=1st Y' Change; y_prime_path=chr14L[3]:ID3 > chr12R|chr13L|chr14L|chr4R:ID2,ID2,ID2,ID2,ID2,ID2(circ x6.0)	False	base=0.40, complexity=1.10	chr14L=0.60	False	arm	donor_transfer	chr14L	True	116.0	7.0	137	
SRR33298449.504907	chr12L	39217	end	0	5044	5044	5175	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5175	5589	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	6	ID3,ID3,ID3,ID3,ID3,ID3	ID3:5619-10805;ID3:10973-16448;ID3:16620-22092;ID3:22269-27753;ID3:27925-33411;ID3:33584-39058	5619	39058	33439	1st Y' Change	0	ID1	ID3	True		ID3,ID3,ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3,ID3,ID3	6	periodic	chr14L:periodic	False	chr14L	1.0	chr14L[3-4]:ID3,ID3,ID3,ID3,ID3,ID3(circ x3.0 strong)	1	chr14L	6	chr14L[3-4]:ID3,ID3x3.0:strong	5	5	chr14L	True	0.66	True	y_prime=chr14L; y_prime_array_matches=chr14L:periodic; y_prime_status=1st Y' Change; y_prime_path=chr14L[3-4]:ID3,ID3,ID3,ID3,ID3,ID3(circ x3.0 strong)	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	False	157.0	6.0	159	
SRR33298449.564822	chr12L	24606	end	0	5041	5041	5172	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5172	5586	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	3	ID1,ID2,ID2	ID1:5616-10809;ID2:10981-17631;ID2:17791-24436	5616	24436	18820	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr13L?[2]:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	2		1		1	1	chr12R	True	0.33	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L?[2]:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	161.0	3.0	170	
SRR33298449.512920	chr12L	24414	end	0	5027	5027	5158	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5158	5572	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	3	ID1,ID2,ID2	ID1:5602-10762;ID2:10938-17565;ID2:17574-24212	5602	24212	18610	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[1-2]:ID2,ID2	1	chr4R	2		1	1	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[1-2]:ID2,ID2	False	base=0.30, complexity=1.10	chr4R=0.60	False	arm	donor_transfer	chr4R	False	194.0	3.0	202	
SRR33298449.75975	chr12L	24397	beginning	19373	24397	19244	19373	129	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	True	18830	19244	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	3	ID1,ID2,ID2	ID1:13613-18800;ID2:6810-13447;ID2:149-6801	149	18800	18651	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[1-2]:ID2,ID2	1	chr4R	2		1	1	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[1-2]:ID2,ID2	False	base=0.30, complexity=1.10	chr4R=0.60	False	arm	donor_transfer	chr4R	True	119.0	3.0	149	
SRR33298449.482201	chr12L	24417	beginning	19367	24417	19238	19367	129	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	True	18824	19238	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	3	ID1,ID2,ID2	ID1:13607-18794;ID2:6788-13434;ID2:137-6777	137	18794	18657	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr4R[1-2]:ID2,ID2	1	chr4R	2		1	1	chr4R	True	0.33	True	y_prime=chr4R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr4R[1-2]:ID2,ID2	False	base=0.30, complexity=1.10	chr4R=0.60	False	arm	donor_transfer	chr4R	True	51.0	3.0	137	
SRR33298449.341832	chr12L	23446	beginning	18407	23446	18278	18407	129	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	True	17861	18278	417	chr12L	-1	99.28	94.16	0.7507	no_change	ID7	3	ID1,ID7,ID2	ID1:12647-17831;ID7:7011-12497;ID2:209-6849	209	17831	17622	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7,ID2	ID7,ID2	2	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-2]:ID7,ID2	1	chr13L	2		1	1	chr13L	True	0.44	True	y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-2]:ID7,ID2	False	base=0.40, complexity=1.10	chr13L=0.60	False	arm	donor_transfer	chr13L	True	170.0	3.0	209	
SRR33298449.369151	chr12L	23374	beginning	18349	23374	18221	18349	128			-1	0.0	0.0	0.0	no_data	False	17809	18221	412	chr12L	-1	99.03	94.12	0.7386	no_change	ID7	3	ID1,ID7,ID2	ID1:12586-17778;ID7:6952-12434;ID2:150-6788	150	17778	17628	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7,ID2	ID7,ID2	2	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-2]:ID7,ID2	1	chr13L	2		1	1	chr13L	True	0.44	True	y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-2]:ID7,ID2	False	base=0.40, complexity=1.10	chr13L=0.60	False	arm	donor_transfer	chr13L	True	110.0	3.0	150	
SRR33298449.479353	chr12L	17790	beginning	12744	17790	12615	12744	129	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	True	12201	12615	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	2	ID1,ID2	ID1:6983-12171;ID2:169-6817	169	12171	12002	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		True	131.0	2.0	169	
SRR33298449.256705	chr12L	17719	beginning	12700	17719	12571	12700	129	chr12L	chr12L	-1	98.75	0.0	0.95	no_change	False	12157	12571	414	chr12L	-1	100.0	94.81	0.7594	no_change	ID7	2	ID1,ID2	ID1:6930-12124;ID2:128-6762	128	12124	11996	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		True	92.0	2.0	128	
SRR33298449.468038	chr12L	17626	beginning	12586	17626	12457	12586	129	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	True	12044	12457	413	chr12L	-1	98.08	93.46	0.7172	no_change	ID7	2	ID1,ID2	ID1:6858-12013;ID2:126-6694	126	12013	11887	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		False	91.0	2.0	126	
SRR33298449.231	chr12L	17630	end	0	5043	5043	5174	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5174	5588	414	chr12L	-1	99.76	94.84	0.7444	no_change	ID7	2	ID1,ID2	ID1:5618-10814;ID2:10823-17474	5618	17474	11856	Y' Gain	1		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2	ID2	1	contiguous	chr12R:contiguous;chr13L:contiguous;chr14L:contiguous;chr15R:contiguous;chr4R:contiguous	False		0.2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2	1		1		0	0	ambiguous	True	0.3	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr13L:contiguous,chr14L:contiguous,chr15R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.00		False		donor_transfer_candidates:5		True	145.0	2.0	156	
SRR33298449.132079	chr12L	16457	end	0	5010	5010	5140	130	chr12L	chr12L	-1	98.64	0.0	0.95	no_change	False	5140	5554	414	chr12L	-1	99.52	94.35	0.7546	no_change	ID7	2	ID1,ID7	ID1:5584-10772;ID7:10934-16382	5584	16382	10798	Y' Gain	1		ID7	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID7	ID7	1	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1]:ID7	1	chr13L	1		0	0	chr13L	True	0.33	True	y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1]:ID7	False	base=0.30, complexity=1.10	chr13L=0.50	False	arm	donor_transfer	chr13L	True	65.0	2.0	75	
SRR33298449.247452	chr12L	11439	end	0	5027	5027	5160	133	chr12L	chr12L	-1	99.17	0.0	0.95	no_change	False	5160	5574	414	chr12L	-1	99.52	94.37	0.754	no_change	ID7	1	ID4	ID4:5604-11287	5604	11287	5683	1st Y' Change	0	ID1	ID4	True	chr2L,chr6L	ID4	ID4	1	contiguous	chr2L:contiguous;chr6L:contiguous	False		0.5	chr2L|chr6L:ID4	1		1		0	0	chr2L	True	0.33	True	y_prime_compatible=chr2L,chr6L; y_prime_array_matches=chr2L:contiguous,chr6L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr2L|chr6L:ID4	False	base=0.30, complexity=1.10	chr2L=0.15;chr6L=0.15	True	arm	donor_transfer_candidates:2		True	141.0	1.0	152	
SRR33298449.280019	chr12L	10945	end	0	5052	5052	5183	131	chr12L	chr12L	-1	100.0	0.0	0.95	no_change	False	5183	5597	414	chr12L	-1	100.0	94.82	0.7588	no_change	ID7	1	ID7	ID7:5627-10816	5627	10816	5189	1st Y' Change	0	ID1	ID7	True	chr13L	ID7	ID7	1	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1]:ID7	1	chr13L	1		0	0	chr13L	True	0.33	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=1st Y' Change; y_prime_path=chr13L[1]:ID7	False	base=0.30, complexity=1.10	chr13L=0.50	False	arm	donor_transfer	chr13L	False	125.0	1.0	129	
