read_id	chr_end	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
SRR33298449.567566	chr3R	41724	end	0	5030	5030	15006	9976	chr3R	chr3R	-1	99.26	99.71	0.95	no_change	False	15006	15714	708	chr7R	-1	99.72	89.03	1.0	full_switch	ID26	4	ID5,ID2,ID7,ID2	ID5:15633-22369;ID2:22533-29180;ID7:29331-34810;ID2:34972-41616	15633	41616	25983	Y' Gain	0		ID5	True	chr14L,chr16L,chr7R	ID5,ID2,ID7,ID2	ID2,ID7,ID2	3	contiguous	chr13L:contiguous	False	chr13L	1.0	chr14L[1-2]:ID5,ID2 > chr13L[1-2]:ID7,ID2	2	chr14L	2		2	3	chr7R	True	0.7	False	x_element=chr7R; y_prime=chr13L; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L[1-2]:ID5,ID2 > chr13L[1-2]:ID7,ID2	True	base=1.00, complexity=0.70	chr7R=0.50	False	arm	subtelomere_switch	chr13L	True	101.0	4.0	108	
SRR33298449.486235	chr3R	40640	end	0	5020	5020	15029	10009	chr3R	chr3R	-1	98.7	0.0	0.95	no_change	False	15029	15738	709	chr3R	-1	99.58	87.95	1.0	no_change	ID18	4	ID7,ID2,ID7,ID2	ID7:15800-21267;ID2:21429-28070;ID7:28219-33684;ID2:33846-40490	15800	40490	24690	Y' Gain	0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1	chr13L	4		3	3	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	False	150.0	4.0	150	
SRR33298449.117144	chr3R	40634	end	0	5062	5062	15064	10002	chr3R	chr3R	-1	98.48	0.0	0.95	no_change	False	15064	15772	708	chr3R	-1	99.86	88.32	1.0	no_change	ID18	4	ID6,ID2,ID3,ID3	ID6:15876-22404;ID2:22575-29239;ID3:29411-34892;ID3:35060-40536	15876	40536	24660	Y' Gain	0		ID6	True	chr10L,chr14R,chr5L,chr9L	ID6,ID2,ID3,ID3	ID2,ID3,ID3	3	contiguous	chr14L:contiguous	False	chr14L	1.0	chr10L|chr14R|chr5L|chr9L:ID6 > chr14L[2-4]:ID2,ID3,ID3	2	chr14L	3		2	3	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr10L|chr14R|chr5L|chr9L:ID6 > chr14L[2-4]:ID2,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	89.0	4.0	98	
SRR33298449.43071	chr3R	40559	beginning	35539	40559	25616	35539	9923	chr3R	chr3R	-1	96.3	0.0	0.95	no_change	False	24911	25616	705	chr3R	-1	97.19	86.75	0.9937	no_change	ID18	4	ID7,ID2,ID7,ID2	ID7:19365-24848;ID2:12543-19203;ID7:6915-12392;ID2:109-6737	109	24848	24739	Y' Gain	0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	2	chr13L	3		2	3	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	70.0	4.0	109	
SRR33298449.277608	chr3R	40585	beginning	35537	40585	25549	35537	9988	chr3R	chr3R	-1	97.55	0.0	0.95	no_change	False	24991	25549	558	chr3R	-1	92.82	88.75	0.6528	no_change	ID18	4	ID7,ID2,ID7,ID2	ID7:19352-24835;ID2:12560-19189;ID7:6940-12414;ID2:131-6778	131	24835	24704	Y' Gain	0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1	chr13L	4		3	3	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	95.0	4.0	131	
SRR33298449.421389	chr3R	38413	end	0	5050	5050	15033	9983	chr3R	chr3R	-1	99.26	0.0	0.95	no_change	False	15033	15742	709	chr3R	-1	100.0	88.34	1.0	no_change	ID18	4	ID1,ID3,ID3,ID3	ID1:15871-21323;ID3:21499-26994;ID3:27169-32655;ID3:32830-38315	15871	38315	22444	Y' Gain	0		ID1	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID1,ID3,ID3,ID3	ID3,ID3,ID3	3	contiguous	chr14L:contiguous	False	chr14L	1.0	chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1 > chr14L[3-5]:ID3,ID3,ID3	2	chr14L	3		2	3	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr14L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1 > chr14L[3-5]:ID3,ID3,ID3	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	False	96.0	3.0	98	
SRR33298449.4646	chr3R	33833	beginning	28793	33833	18790	28793	10003	chr3R	chr3R	-1	97.52	0.0	0.95	no_change	False	18081	18790	709	chr3R	-1	99.86	88.2	1.0	no_change	ID18	3	ID7,ID2,ID7	ID7:12535-18017;ID2:5724-12373;ID7:91-5573	91	18017	17926	Y' Gain	0		ID7	True	chr13L	ID7,ID2,ID7	ID7,ID2,ID7	3	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-3]:ID7,ID2,ID7	1	chr13L	3		2	2	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-3]:ID7,ID2,ID7	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	43.0	3.0	91	
SRR33298449.172343	chr3R	29339	beginning	24295	29339	14286	24295	10009	chr3R	chr3R	-1	98.18	0.0	0.95	no_change	False	13578	14286	708	chr3R	-1	99.58	87.94	1.0	no_change	ID18	2	ID1,ID2	ID1:6955-13457;ID2:144-6785	144	13457	13313	Y' Gain	0		ID1	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID1,ID2	ID1,ID2	2	contiguous	chr12R:contiguous	False	chr12R	1.0	chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	2		1		0	1	chr12R	True	0.44	True	supplementary=chr14; y_prime=chr12R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.40, complexity=1.10	chr12R=0.60;chr14=0.25	False	arm	donor_transfer	chr12R	False	107.0	2.0	144	
SRR33298449.369629	chr3R	22666	end	0	5041	5041	15022	9981	chr3R	chr3R	-1	99.06	93.55	0.95	no_change	False	15022	15730	708	chr7R	-1	100.0	89.31	1.0	full_switch	ID26	1	ID5	ID5:15649-22386	15649	22386	6737	Y' Gain	0		ID5	True	chr14L,chr16L,chr7R	ID5	ID5	1	contiguous	chr14L:contiguous;chr16L:contiguous;chr7R:contiguous	False		0.333	chr14L|chr16L|chr7R:ID5	1		1		0	0	chr7R	True	1.0	True	x_element=chr7R; supplementary=chr7; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:contiguous,chr16L:contiguous,chr7R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr14L|chr16L|chr7R:ID5	False	base=1.00, complexity=1.10	chr7R=0.50;chr7=0.25	False	arm	subtelomere_switch		True	248.0	1.0	280	
SRR33298449.149758	chr3R	22557	end	0	5032	5032	15172	10140	chr3R	chr3R	-1	97.78	0.0	0.95	no_change	False	15172	15881	709	chr3R	-1	99.86	88.2	1.0	no_change	ID18	1	ID6	ID6:15986-22479	15986	22479	6493	Y' Gain	0		ID6	True	chr10L,chr14R,chr5L,chr9L	ID6	ID6	1	contiguous	chr10L:contiguous;chr14R:contiguous;chr5L:contiguous;chr9L:contiguous	False		0.25	chr10L|chr14R|chr5L|chr9L:ID6	1		1		0	0	chr14R	True	0.33	True	supplementary=chr14; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr10L:contiguous,chr14R:contiguous,chr5L:contiguous,chr9L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr10L|chr14R|chr5L|chr9L:ID6	False	base=0.30, complexity=1.10	chr14=0.25	False	arm_via_y_prime_candidates	donor_transfer_candidates:4		True	78.0	1.0	78	
